Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,Fire Alarm
-4.788,56.22,705.0,480.0,12762.0,19564.0,939.155,2.64,2.75,18.18,2.836,0.064,1
-4.785,56.14,688.0,480.0,12760.0,19560.0,939.154,2.66,2.77,18.33,2.859,0.065,1
-4.783,56.02,779.0,480.0,12738.0,19536.0,939.163,2.68,2.78,18.42,2.872,0.065,1
-4.781,56.69,718.0,480.0,12741.0,19544.0,939.163,2.66,2.76,18.31,2.856,0.065,1
-4.778,57.55,772.0,480.0,12737.0,19540.0,939.158,2.65,2.75,18.21,2.839,0.064,1
-4.776,58.36,755.0,480.0,12740.0,19542.0,939.161,2.65,2.75,18.25,2.845,0.064,1
-4.774,59.06,741.0,480.0,12740.0,19541.0,939.154,2.65,2.76,18.26,2.848,0.064,1
-4.772,59.65,735.0,480.0,12744.0,19547.0,939.167,2.64,2.74,18.15,2.83,0.064,1
-4.769,60.15,732.0,480.0,12744.0,19546.0,939.164,2.6,2.7,17.91,2.793,0.063,1
-4.767,60.6,739.0,480.0,12740.0,19543.0,939.177,2.57,2.67,17.68,2.757,0.062,1
-4.765,60.89,718.0,480.0,12746.0,19555.0,939.16,2.54,2.64,17.51,2.73,0.062,1
-4.762,61.19,749.0,480.0,12740.0,19545.0,939.161,2.52,2.62,17.34,2.704,0.061,1
-4.76,61.43,716.0,480.0,12736.0,19548.0,939.16,2.47,2.57,16.99,2.65,0.06,1
-4.758,61.65,712.0,480.0,12738.0,19548.0,939.157,2.44,2.53,16.76,2.614,0.059,1
-4.755,61.765,737.0,480.0,12735.0,19542.0,939.148,2.41,2.5,16.57,2.584,0.058,1
-4.753,61.765,735.0,480.0,12736.0,19550.0,939.145,2.41,2.5,16.59,2.587,0.058,1
-4.751,61.765,718.0,480.0,12737.0,19555.0,939.143,2.39,2.48,16.43,2.562,0.058,1
-4.748,61.765,694.0,480.0,12732.0,19562.0,939.146,2.36,2.45,16.23,2.531,0.057,1
-4.746,61.765,698.0,480.0,12730.0,19561.0,939.152,2.35,2.44,16.17,2.521,0.057,1
-4.743,61.765,709.0,480.0,12733.0,19559.0,939.165,2.35,2.45,16.2,2.526,0.057,1
-4.741,61.765,712.0,480.0,12729.0,19555.0,939.153,2.4,2.49,16.5,2.573,0.058,1
-4.739,61.765,718.0,480.0,12725.0,19545.0,939.146,2.43,2.52,16.69,2.603,0.059,1
-4.736,61.765,743.0,480.0,12724.0,19546.0,939.138,2.42,2.51,16.65,2.596,0.059,1
-4.734,61.765,764.0,480.0,12729.0,19554.0,939.138,2.4,2.49,16.51,2.575,0.058,1
-4.732,61.765,718.0,480.0,12725.0,19553.0,939.137,2.32,2.41,16.0,2.495,0.056,1
-4.729,61.765,694.0,480.0,12723.0,19553.0,939.15,2.3,2.39,15.86,2.473,0.056,1
-4.727,61.765,762.0,480.0,12723.0,19553.0,939.149,2.32,2.41,15.94,2.486,0.056,1
-4.724,61.765,751.0,480.0,12726.0,19548.0,939.153,2.36,2.45,16.21,2.528,0.057,1
-4.722,61.765,764.0,480.0,12720.0,19550.0,939.154,2.4,2.49,16.51,2.575,0.058,1
-4.719,61.765,726.0,480.0,12722.0,19553.0,939.151,2.5,2.6,17.2,2.683,0.061,1
-4.717,61.765,705.0,480.0,12740.0,19546.0,939.145,2.55,2.65,17.58,2.741,0.062,1
-4.714,61.765,699.0,480.0,12746.0,19558.0,939.145,2.61,2.71,17.96,2.801,0.063,1
-4.712,61.765,670.0,480.0,12761.0,19581.0,939.137,2.62,2.73,18.07,2.817,0.064,1
-4.71,61.765,672.0,480.0,12762.0,19579.0,939.129,2.66,2.77,18.33,2.859,0.065,1
-4.707,61.4,681.0,480.0,12766.0,19583.0,939.135,2.66,2.76,18.28,2.851,0.064,1
-4.705,60.53,677.0,480.0,12761.0,19587.0,939.131,2.68,2.78,18.44,2.876,0.065,1
-4.702,59.75,686.0,480.0,12751.0,19578.0,939.136,2.68,2.78,18.43,2.874,0.065,1
-4.7,59.08,675.0,480.0,12755.0,19576.0,939.143,2.65,2.76,18.26,2.848,0.064,1
-4.697,58.55,681.0,480.0,12752.0,19578.0,939.148,2.62,2.72,18.04,2.813,0.064,1
-4.695,58.05,677.0,480.0,12754.0,19580.0,939.163,2.57,2.67,17.66,2.753,0.062,1
-4.692,57.67,685.0,480.0,12751.0,19580.0,939.163,2.55,2.65,17.57,2.741,0.062,1
-4.69,57.33,689.0,480.0,12752.0,19575.0,939.158,2.53,2.63,17.42,2.717,0.061,1
-4.687,57.08,686.0,480.0,12755.0,19571.0,939.152,2.52,2.61,17.32,2.701,0.061,1
-4.684,56.83,694.0,480.0,12754.0,19569.0,939.142,2.49,2.59,17.16,2.676,0.06,1
-4.682,56.62,687.0,480.0,12756.0,19562.0,939.148,2.46,2.56,16.95,2.643,0.06,1
-4.679,56.46,693.0,480.0,12760.0,19568.0,939.149,2.43,2.53,16.76,2.613,0.059,1
-4.677,56.3,694.0,480.0,12759.0,19560.0,939.157,2.38,2.48,16.4,2.557,0.058,1
-4.674,56.22,691.0,480.0,12763.0,19562.0,939.16,2.36,2.45,16.23,2.53,0.057,1
-4.672,56.08,728.0,480.0,12767.0,19568.0,939.157,2.3,2.39,15.8,2.464,0.056,1
-4.669,55.98,692.0,480.0,12770.0,19566.0,939.155,2.26,2.35,15.57,2.428,0.055,1
-4.667,55.88,692.0,480.0,12768.0,19565.0,939.154,2.21,2.3,15.22,2.373,0.054,1
-4.664,55.79,696.0,480.0,12770.0,19557.0,939.148,2.19,2.27,15.04,2.345,0.053,1
-4.661,55.72,696.0,480.0,12774.0,19559.0,939.148,2.18,2.26,14.99,2.338,0.053,1
-4.659,55.66,699.0,480.0,12772.0,19556.0,939.151,2.18,2.26,14.97,2.334,0.053,1
-4.656,55.58,684.0,480.0,12794.0,19573.0,939.148,2.14,2.22,14.7,2.293,0.052,1
-4.654,55.54,690.0,480.0,12794.0,19563.0,939.143,2.12,2.2,14.59,2.276,0.051,1
-4.651,55.52,679.0,480.0,12799.0,19577.0,939.141,2.1,2.18,14.46,2.255,0.051,1
-4.648,55.47,674.0,480.0,12805.0,19578.0,939.141,2.08,2.16,14.32,2.233,0.05,1
-4.646,55.4,674.0,480.0,12801.0,19586.0,939.138,2.03,2.11,13.96,2.177,0.049,1
-4.643,55.36,677.0,480.0,12806.0,19582.0,939.141,2.03,2.11,13.95,2.175,0.049,1
-4.64,55.31,676.0,480.0,12800.0,19581.0,939.144,2.0,2.08,13.79,2.151,0.049,1
-4.638,55.22,676.0,480.0,12799.0,19578.0,939.145,2.0,2.08,13.76,2.145,0.048,1
-4.635,55.13,698.0,480.0,12776.0,19555.0,939.144,2.01,2.08,13.81,2.153,0.049,1
-4.632,55.79,711.0,480.0,12779.0,19558.0,939.152,2.04,2.12,14.02,2.186,0.049,1
-4.63,56.63,703.0,480.0,12782.0,19549.0,939.159,2.12,2.2,14.6,2.277,0.051,1
-4.627,57.47,730.0,480.0,12775.0,19552.0,939.173,2.16,2.25,14.89,2.323,0.052,1
-4.624,58.15,718.0,480.0,12782.0,19548.0,939.174,2.19,2.28,15.09,2.353,0.053,1
-4.622,58.77,714.0,480.0,12774.0,19547.0,939.162,2.19,2.27,15.05,2.346,0.053,1
-4.619,59.28,720.0,480.0,12779.0,19553.0,939.153,2.21,2.3,15.22,2.373,0.054,1
-4.616,59.71,730.0,480.0,12786.0,19555.0,939.159,2.25,2.34,15.51,2.419,0.055,1
-4.613,60.09,693.0,480.0,12789.0,19557.0,939.156,2.38,2.47,16.39,2.556,0.058,1
-4.611,60.39,693.0,480.0,12789.0,19566.0,939.166,2.52,2.62,17.37,2.709,0.061,1
-4.608,60.62,693.0,480.0,12784.0,19563.0,939.167,2.58,2.68,17.76,2.77,0.063,1
-4.605,60.83,693.0,480.0,12789.0,19558.0,939.166,2.68,2.78,18.41,2.871,0.065,1
-4.603,61.02,694.0,480.0,12788.0,19556.0,939.157,2.71,2.81,18.62,2.904,0.066,1
-4.6,61.22,756.0,480.0,12777.0,19547.0,939.156,2.81,2.91,19.31,3.011,0.068,1
-4.597,61.4,694.0,480.0,12786.0,19561.0,939.162,2.85,2.97,19.65,3.064,0.069,1
-4.594,61.49,707.0,480.0,12780.0,19549.0,939.158,2.9,3.02,19.98,3.115,0.07,1
-4.591,61.63,724.0,480.0,12784.0,19559.0,939.148,2.9,3.01,19.95,3.111,0.07,1
-4.589,61.76,737.0,480.0,12778.0,19549.0,939.145,2.92,3.04,20.12,3.138,0.071,1
-4.586,61.765,705.0,480.0,12771.0,19549.0,939.141,2.93,3.05,20.18,3.147,0.071,1
-4.583,61.765,722.0,480.0,12773.0,19550.0,939.139,2.94,3.06,20.27,3.161,0.071,1
-4.58,61.765,703.0,480.0,12772.0,19556.0,939.14,2.94,3.05,20.2,3.151,0.071,1
-4.578,61.765,755.0,480.0,12764.0,19550.0,939.14,2.87,2.98,19.74,3.078,0.07,1
-4.575,61.765,705.0,480.0,12770.0,19555.0,939.147,2.82,2.93,19.43,3.03,0.068,1
-4.572,61.765,726.0,480.0,12758.0,19543.0,939.14,2.73,2.83,18.77,2.926,0.066,1
-4.569,61.765,737.0,480.0,12762.0,19548.0,939.14,2.69,2.8,18.53,2.889,0.065,1
-4.566,61.765,768.0,480.0,12757.0,19537.0,939.141,2.67,2.77,18.36,2.862,0.065,1
-4.563,61.765,766.0,480.0,12767.0,19545.0,939.157,2.63,2.74,18.13,2.827,0.064,1
-4.561,61.765,711.0,480.0,12758.0,19548.0,939.15,2.66,2.76,18.3,2.854,0.064,1
-4.558,61.765,728.0,480.0,12763.0,19542.0,939.148,2.72,2.83,18.75,2.923,0.066,1
-4.555,61.765,703.0,480.0,12764.0,19555.0,939.137,2.75,2.86,18.96,2.957,0.067,1
-4.552,61.765,688.0,480.0,12782.0,19566.0,939.132,2.82,2.93,19.42,3.028,0.068,1
-4.549,61.765,688.0,480.0,12783.0,19570.0,939.137,2.84,2.95,19.54,3.047,0.069,1
-4.546,61.07,693.0,480.0,12778.0,19564.0,939.14,2.88,2.99,19.84,3.093,0.07,1
-4.543,60.24,687.0,480.0,12782.0,19564.0,939.132,2.89,3.0,19.9,3.104,0.07,1
-4.54,59.48,720.0,480.0,12776.0,19549.0,939.137,2.97,3.08,20.42,3.184,0.072,1
-4.537,58.78,701.0,480.0,12780.0,19563.0,939.143,2.98,3.09,20.48,3.194,0.072,1
-4.535,58.29,695.0,480.0,12782.0,19565.0,939.143,2.96,3.08,20.38,3.178,0.072,1
-4.532,57.81,718.0,480.0,12779.0,19562.0,939.153,2.96,3.07,20.35,3.173,0.072,1
-4.529,57.46,716.0,480.0,12779.0,19550.0,939.153,2.9,3.02,19.98,3.115,0.07,1
-4.526,57.15,709.0,480.0,12780.0,19559.0,939.155,2.88,2.99,19.83,3.092,0.07,1
-4.523,56.84,751.0,480.0,12776.0,19543.0,939.148,2.82,2.93,19.44,3.031,0.068,1
-4.52,56.61,743.0,480.0,12782.0,19550.0,939.146,2.79,2.9,19.21,2.995,0.068,1
-4.517,56.4,699.0,480.0,12777.0,19550.0,939.154,2.75,2.86,18.94,2.953,0.067,1
-4.514,56.24,772.0,480.0,12770.0,19534.0,939.159,2.74,2.85,18.89,2.946,0.067,1
-4.511,56.07,747.0,480.0,12771.0,19544.0,939.156,2.75,2.86,18.92,2.951,0.067,1
-4.508,55.98,779.0,480.0,12767.0,19545.0,939.148,2.74,2.84,18.83,2.936,0.066,1
-4.505,55.84,766.0,480.0,12762.0,19540.0,939.141,2.74,2.85,18.86,2.942,0.066,1
-4.502,55.74,749.0,480.0,12767.0,19550.0,939.15,2.79,2.9,19.2,2.994,0.068,1
-4.499,55.63,778.0,480.0,12760.0,19541.0,939.156,2.81,2.92,19.36,3.019,0.068,1
-4.496,55.59,756.0,480.0,12765.0,19549.0,939.151,2.86,2.98,19.71,3.073,0.069,1
-4.493,55.48,762.0,480.0,12765.0,19544.0,939.149,2.89,3.0,19.9,3.103,0.07,1
-4.49,55.4,711.0,480.0,12764.0,19553.0,939.159,2.95,3.06,20.28,3.162,0.071,1
-4.487,55.35,778.0,480.0,12754.0,19542.0,939.159,2.97,3.08,20.42,3.185,0.072,1
-4.484,55.23,755.0,480.0,12747.0,19543.0,939.167,2.98,3.09,20.49,3.195,0.072,1
-4.481,55.2,778.0,480.0,12737.0,19537.0,939.169,2.99,3.11,20.59,3.211,0.073,1
-4.478,55.11,785.0,480.0,12722.0,19535.0,939.169,2.98,3.1,20.5,3.197,0.072,1
-4.475,55.06,766.0,480.0,12707.0,19534.0,939.161,2.96,3.07,20.34,3.172,0.072,1
-4.472,54.92,743.0,480.0,12708.0,19540.0,939.159,2.93,3.04,20.17,3.145,0.071,1
-4.469,54.86,770.0,480.0,12695.0,19541.0,939.16,2.92,3.04,20.13,3.138,0.071,1
-4.466,54.78,804.0,480.0,12688.0,19524.0,939.17,2.97,3.08,20.41,3.183,0.072,1
-4.463,54.7,894.0,480.0,12667.0,19514.0,939.16,2.99,3.11,20.59,3.211,0.073,1
-4.459,55.29,875.0,480.0,12662.0,19508.0,939.164,2.98,3.1,20.51,3.198,0.072,1
-4.456,56.1,883.0,480.0,12662.0,19509.0,939.165,2.96,3.08,20.41,3.182,0.072,1
-4.453,56.87,898.0,480.0,12659.0,19507.0,939.17,2.91,3.02,20.02,3.122,0.071,1
-4.45,57.59,881.0,480.0,12654.0,19506.0,939.16,2.87,2.98,19.76,3.081,0.07,1
-4.447,58.15,868.0,480.0,12650.0,19517.0,939.157,2.83,2.94,19.45,3.034,0.069,1
-4.444,58.63,921.0,480.0,12643.0,19508.0,939.157,2.74,2.85,18.89,2.946,0.067,1
-4.441,58.98,883.0,480.0,12633.0,19502.0,939.149,2.7,2.81,18.58,2.898,0.065,1
-4.438,59.32,898.0,480.0,12632.0,19513.0,939.159,2.65,2.75,18.23,2.842,0.064,1
-4.435,59.6,852.0,480.0,12635.0,19510.0,939.151,2.61,2.71,17.95,2.799,0.063,1
-4.431,59.82,914.0,480.0,12635.0,19505.0,939.145,2.54,2.64,17.49,2.727,0.062,1
-4.428,60.04,852.0,480.0,12644.0,19512.0,939.144,2.53,2.62,17.38,2.711,0.061,1
-4.425,60.16,871.0,480.0,12639.0,19510.0,939.152,2.51,2.61,17.27,2.693,0.061,1
-4.422,60.35,864.0,480.0,12650.0,19520.0,939.131,2.48,2.58,17.09,2.666,0.06,1
-4.419,60.46,910.0,480.0,12638.0,19505.0,939.145,2.43,2.52,16.71,2.606,0.059,1
-4.416,60.56,881.0,480.0,12648.0,19513.0,939.149,2.4,2.49,16.49,2.572,0.058,1
-4.412,60.66,904.0,480.0,12644.0,19512.0,939.154,2.35,2.44,16.15,2.519,0.057,1
-4.409,60.78,914.0,480.0,12641.0,19508.0,939.145,2.37,2.46,16.32,2.545,0.057,1
-4.406,60.83,852.0,480.0,12651.0,19517.0,939.143,2.4,2.49,16.49,2.572,0.058,1
-4.403,60.91,866.0,480.0,12650.0,19522.0,939.144,2.43,2.52,16.71,2.606,0.059,1
-4.399,60.96,887.0,480.0,12641.0,19506.0,939.14,2.47,2.57,17.0,2.65,0.06,1
-4.396,61.01,873.0,480.0,12646.0,19519.0,939.141,2.47,2.57,17.02,2.655,0.06,1
-4.393,61.05,862.0,480.0,12643.0,19513.0,939.14,2.49,2.58,17.11,2.668,0.06,1
-4.39,61.09,852.0,480.0,12646.0,19517.0,939.13,2.49,2.58,17.11,2.669,0.06,1
-4.387,61.1,883.0,480.0,12640.0,19508.0,939.123,2.51,2.6,17.25,2.691,0.061,1
-4.383,61.14,910.0,480.0,12640.0,19502.0,939.119,2.51,2.61,17.28,2.694,0.061,1
-4.38,61.2,887.0,480.0,12647.0,19517.0,939.113,2.5,2.59,17.17,2.678,0.06,1
-4.377,61.24,904.0,480.0,12642.0,19504.0,939.114,2.48,2.58,17.06,2.661,0.06,1
-4.373,61.21,883.0,480.0,12638.0,19503.0,939.125,2.48,2.58,17.1,2.666,0.06,1
-4.37,61.24,917.0,480.0,12644.0,19505.0,939.138,2.47,2.57,17.01,2.652,0.06,1
-4.367,61.32,818.0,480.0,12653.0,19529.0,939.131,2.48,2.57,17.05,2.659,0.06,1
-4.364,60.62,812.0,480.0,12653.0,19526.0,939.124,2.51,2.61,17.27,2.692,0.061,1
-4.36,59.68,770.0,480.0,12649.0,19533.0,939.132,2.54,2.64,17.51,2.731,0.062,1
-4.357,58.78,795.0,480.0,12647.0,19539.0,939.145,2.6,2.7,17.9,2.792,0.063,1
-4.354,57.98,799.0,480.0,12649.0,19533.0,939.137,2.62,2.73,18.06,2.816,0.064,1
-4.35,57.35,825.0,480.0,12634.0,19523.0,939.138,2.58,2.68,17.78,2.773,0.063,1
-4.347,56.75,837.0,480.0,12635.0,19521.0,939.127,2.57,2.67,17.68,2.756,0.062,1
-4.344,56.28,820.0,480.0,12643.0,19532.0,939.125,2.54,2.64,17.51,2.73,0.062,1
-4.34,55.88,835.0,480.0,12638.0,19515.0,939.124,2.55,2.65,17.54,2.735,0.062,1
-4.337,55.52,850.0,480.0,12643.0,19529.0,939.129,2.58,2.68,17.77,2.771,0.063,1
-4.333,55.23,795.0,480.0,12650.0,19535.0,939.122,2.64,2.74,18.14,2.829,0.064,1
-4.33,54.98,827.0,480.0,12646.0,19532.0,939.129,2.72,2.83,18.74,2.922,0.066,1
-4.327,54.74,783.0,480.0,12642.0,19523.0,939.131,2.75,2.86,18.93,2.953,0.067,1
-4.323,54.59,820.0,480.0,12650.0,19529.0,939.138,2.76,2.87,19.03,2.967,0.067,1
-4.32,54.43,781.0,480.0,12648.0,19524.0,939.132,2.78,2.88,19.11,2.98,0.067,1
-4.316,54.29,833.0,480.0,12646.0,19527.0,939.14,2.8,2.91,19.26,3.004,0.068,1
-4.313,54.14,804.0,480.0,12653.0,19530.0,939.137,2.8,2.91,19.29,3.007,0.068,1
-4.31,54.02,806.0,480.0,12650.0,19529.0,939.142,2.75,2.86,18.96,2.957,0.067,1
-4.306,53.94,791.0,480.0,12659.0,19539.0,939.139,2.7,2.8,18.57,2.896,0.065,1
-4.303,53.88,824.0,480.0,12660.0,19533.0,939.149,2.66,2.77,18.32,2.857,0.065,1
-4.299,53.76,791.0,480.0,12657.0,19537.0,939.162,2.56,2.66,17.6,2.744,0.062,1
-4.296,53.68,797.0,480.0,12662.0,19530.0,939.156,2.52,2.62,17.35,2.706,0.061,1
-4.292,53.61,766.0,480.0,12663.0,19537.0,939.154,2.51,2.61,17.27,2.694,0.061,1
-4.289,53.54,801.0,480.0,12660.0,19537.0,939.151,2.49,2.59,17.13,2.671,0.06,1
-4.286,53.49,735.0,480.0,12663.0,19538.0,939.156,2.45,2.54,16.83,2.625,0.059,1
-4.282,53.45,772.0,480.0,12667.0,19536.0,939.151,2.44,2.53,16.78,2.616,0.059,1
-4.279,53.39,776.0,480.0,12666.0,19537.0,939.158,2.43,2.53,16.75,2.611,0.059,1
-4.275,53.32,776.0,480.0,12673.0,19541.0,939.169,2.42,2.52,16.66,2.598,0.059,1
-4.272,53.25,778.0,480.0,12668.0,19531.0,939.168,2.41,2.5,16.55,2.581,0.058,1
-4.268,53.19,743.0,480.0,12673.0,19541.0,939.181,2.41,2.5,16.57,2.584,0.058,1
-4.265,53.12,827.0,480.0,12652.0,19518.0,939.182,2.4,2.49,16.52,2.576,0.058,1
-4.261,53.7,847.0,480.0,12650.0,19512.0,939.173,2.42,2.51,16.66,2.597,0.059,1
-4.257,54.53,858.0,480.0,12654.0,19508.0,939.178,2.45,2.54,16.85,2.628,0.059,1
-4.254,55.29,864.0,480.0,12657.0,19516.0,939.171,2.48,2.57,17.04,2.657,0.06,1
-4.25,55.95,831.0,480.0,12665.0,19531.0,939.166,2.52,2.61,17.32,2.701,0.061,1
-4.247,56.51,808.0,480.0,12667.0,19528.0,939.156,2.54,2.64,17.51,2.731,0.062,1
-4.243,57.03,793.0,480.0,12675.0,19533.0,939.14,2.63,2.74,18.12,2.826,0.064,1
-4.24,57.43,829.0,480.0,12668.0,19526.0,939.135,2.7,2.81,18.6,2.9,0.066,1
-4.236,57.74,816.0,480.0,12674.0,19537.0,939.14,2.73,2.83,18.77,2.927,0.066,1
-4.233,58.03,797.0,480.0,12675.0,19539.0,939.136,2.73,2.83,18.77,2.927,0.066,1
-4.229,58.33,793.0,480.0,12676.0,19531.0,939.142,2.71,2.82,18.68,2.913,0.066,1
-4.225,58.55,726.0,480.0,12677.0,19545.0,939.145,2.69,2.79,18.49,2.884,0.065,1
-4.222,58.69,741.0,480.0,12674.0,19542.0,939.149,2.66,2.76,18.31,2.855,0.064,1
-4.218,58.92,741.0,480.0,12670.0,19542.0,939.154,2.63,2.73,18.08,2.82,0.064,1
-4.214,59.04,783.0,480.0,12661.0,19537.0,939.14,2.61,2.72,17.99,2.805,0.063,1
-4.211,59.19,778.0,480.0,12667.0,19539.0,939.153,2.58,2.68,17.78,2.772,0.063,1
-4.207,59.28,785.0,480.0,12662.0,19539.0,939.152,2.57,2.67,17.72,2.763,0.062,1
-4.204,59.35,774.0,480.0,12658.0,19533.0,939.151,2.55,2.65,17.57,2.74,0.062,1
-4.2,59.43,758.0,480.0,12661.0,19542.0,939.146,2.54,2.64,17.48,2.725,0.062,1
-4.196,59.51,776.0,480.0,12668.0,19548.0,939.144,2.57,2.67,17.67,2.755,0.062,1
-4.193,59.59,776.0,480.0,12661.0,19539.0,939.152,2.6,2.7,17.9,2.791,0.063,1
-4.189,59.64,787.0,480.0,12666.0,19546.0,939.145,2.63,2.73,18.11,2.824,0.064,1
-4.185,59.71,764.0,480.0,12662.0,19536.0,939.152,2.64,2.74,18.18,2.835,0.064,1
-4.182,59.7,783.0,480.0,12660.0,19526.0,939.152,2.66,2.77,18.32,2.857,0.065,1
-4.178,59.75,722.0,480.0,12664.0,19539.0,939.146,2.69,2.79,18.51,2.887,0.065,1
-4.174,59.81,776.0,480.0,12666.0,19539.0,939.137,2.69,2.79,18.51,2.886,0.065,1
-4.17,59.8,802.0,480.0,12657.0,19531.0,939.14,2.68,2.78,18.42,2.872,0.065,1
-4.167,59.83,755.0,480.0,12670.0,19541.0,939.138,2.68,2.78,18.43,2.873,0.065,1
-4.163,59.87,735.0,480.0,12673.0,19534.0,939.13,2.68,2.79,18.46,2.878,0.065,1
-4.159,59.88,776.0,480.0,12668.0,19542.0,939.132,2.68,2.79,18.45,2.878,0.065,1
-4.155,59.92,694.0,480.0,12692.0,19563.0,939.136,2.69,2.79,18.49,2.883,0.065,1
-4.152,59.22,685.0,480.0,12696.0,19576.0,939.141,2.68,2.78,18.43,2.875,0.065,1
-4.148,58.29,684.0,480.0,12702.0,19570.0,939.139,2.64,2.74,18.16,2.832,0.064,1
-4.144,57.41,688.0,480.0,12698.0,19562.0,939.153,2.6,2.7,17.88,2.788,0.063,1
-4.14,56.61,686.0,480.0,12698.0,19574.0,939.159,2.52,2.62,17.33,2.703,0.061,1
-4.137,55.99,714.0,480.0,12699.0,19559.0,939.154,2.5,2.6,17.24,2.688,0.061,1
-4.133,55.49,698.0,480.0,12695.0,19558.0,939.134,2.47,2.57,17.01,2.653,0.06,1
-4.129,55.06,693.0,480.0,12699.0,19564.0,939.141,2.48,2.58,17.07,2.662,0.06,1
-4.125,54.69,699.0,480.0,12701.0,19559.0,939.143,2.49,2.59,17.16,2.676,0.06,1
-4.121,54.36,705.0,480.0,12699.0,19553.0,939.125,2.49,2.59,17.14,2.673,0.06,1
-4.118,54.17,724.0,480.0,12694.0,19550.0,939.123,2.52,2.62,17.35,2.705,0.061,1
-4.114,53.95,711.0,480.0,12698.0,19558.0,939.121,2.54,2.64,17.49,2.727,0.062,1
-4.11,53.78,692.0,480.0,12698.0,19558.0,939.136,2.58,2.68,17.76,2.769,0.063,1
-4.106,53.62,695.0,480.0,12691.0,19559.0,939.137,2.58,2.68,17.75,2.768,0.063,1
-4.102,53.44,753.0,480.0,12695.0,19552.0,939.137,2.56,2.66,17.59,2.744,0.062,1
-4.098,53.3,705.0,480.0,12698.0,19549.0,939.121,2.53,2.63,17.45,2.721,0.061,1
-4.094,53.21,758.0,480.0,12699.0,19556.0,939.119,2.51,2.6,17.25,2.69,0.061,1
-4.091,53.11,718.0,480.0,12699.0,19551.0,939.107,2.5,2.6,17.21,2.684,0.061,1
-4.087,52.99,705.0,480.0,12702.0,19557.0,939.106,2.52,2.62,17.36,2.707,0.061,1
-4.083,52.92,698.0,480.0,12711.0,19559.0,939.111,2.53,2.63,17.44,2.72,0.061,1
-4.079,52.81,696.0,480.0,12705.0,19561.0,939.109,2.53,2.62,17.39,2.711,0.061,1
-4.075,52.72,697.0,480.0,12708.0,19563.0,939.099,2.48,2.58,17.1,2.667,0.06,1
-4.071,52.64,686.0,480.0,12702.0,19567.0,939.111,2.46,2.56,16.95,2.643,0.06,1
-4.067,52.58,685.0,480.0,12707.0,19571.0,939.104,2.43,2.53,16.74,2.61,0.059,1
-4.063,52.51,687.0,480.0,12702.0,19574.0,939.107,2.44,2.54,16.81,2.622,0.059,1
-4.059,52.46,686.0,480.0,12701.0,19574.0,939.121,2.45,2.55,16.87,2.631,0.059,1
-4.055,52.41,688.0,480.0,12701.0,19568.0,939.113,2.46,2.55,16.92,2.639,0.06,1
-4.051,52.32,678.0,480.0,12703.0,19581.0,939.123,2.46,2.55,16.92,2.638,0.06,1
-4.047,52.27,679.0,480.0,12706.0,19576.0,939.125,2.51,2.61,17.27,2.693,0.061,1
-4.043,52.22,678.0,480.0,12702.0,19576.0,939.128,2.59,2.69,17.84,2.781,0.063,1
-4.04,52.14,755.0,480.0,12679.0,19547.0,939.132,2.64,2.75,18.2,2.839,0.064,1
-4.036,52.72,741.0,480.0,12682.0,19543.0,939.136,2.68,2.79,18.46,2.879,0.065,1
-4.032,53.49,749.0,480.0,12682.0,19544.0,939.138,2.68,2.78,18.42,2.872,0.065,1
-4.028,54.22,709.0,480.0,12683.0,19556.0,939.126,2.61,2.71,17.99,2.805,0.063,1
-4.024,54.94,728.0,480.0,12692.0,19562.0,939.123,2.58,2.69,17.79,2.774,0.063,1
-4.02,55.45,730.0,480.0,12686.0,19548.0,939.136,2.53,2.63,17.39,2.712,0.061,1
-4.015,55.92,762.0,480.0,12693.0,19550.0,939.142,2.5,2.59,17.19,2.681,0.061,1
-4.011,56.33,720.0,480.0,12695.0,19556.0,939.127,2.48,2.57,17.06,2.66,0.06,1
-4.007,56.7,696.0,480.0,12708.0,19568.0,939.128,2.45,2.54,16.86,2.629,0.059,1
-4.003,57.02,735.0,480.0,12711.0,19560.0,939.127,2.42,2.52,16.69,2.602,0.059,1
-3.999,57.26,741.0,480.0,12698.0,19543.0,939.136,2.4,2.49,16.49,2.572,0.058,1
-3.995,57.49,699.0,480.0,12711.0,19561.0,939.138,2.41,2.51,16.61,2.59,0.059,1
-3.991,57.62,687.0,480.0,12719.0,19566.0,939.142,2.45,2.54,16.85,2.627,0.059,1
-3.987,57.8,687.0,480.0,12715.0,19564.0,939.145,2.46,2.55,16.9,2.636,0.06,1
-3.983,57.93,689.0,480.0,12719.0,19563.0,939.147,2.51,2.61,17.28,2.695,0.061,1
-3.979,58.06,696.0,480.0,12713.0,19563.0,939.142,2.53,2.63,17.41,2.714,0.061,1
-3.975,58.14,682.0,480.0,12721.0,19561.0,939.142,2.55,2.65,17.58,2.742,0.062,1
-3.971,58.3,698.0,480.0,12716.0,19560.0,939.139,2.56,2.65,17.59,2.743,0.062,1
-3.967,58.34,678.0,480.0,12729.0,19572.0,939.134,2.54,2.64,17.48,2.726,0.062,1
-3.962,58.44,690.0,480.0,12719.0,19566.0,939.134,2.53,2.63,17.43,2.719,0.061,1
