Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,TVOC_eCO2_ratio,Temperature[C]_25th_percentile,Temperature[C]_50th_percentile,Temperature[C]_75th_percentile,Humidity[%]_25th_percentile,Humidity[%]_50th_percentile,Humidity[%]_75th_percentile,TVOC[ppb]_25th_percentile,TVOC[ppb]_50th_percentile,TVOC[ppb]_75th_percentile,eCO2[ppm]_25th_percentile,eCO2[ppm]_50th_percentile,eCO2[ppm]_75th_percentile
-5.242,56.16,380.0,400.0,13050.0,19889.0,939.287,0.31,0.32,2.13,0.332,0.007,0.95,1,1,1,0,0,0,0,1,1,1,1,1
29.42,40.27,29.0,400.0,12839.0,20746.0,937.557,1.85,1.92,12.72,1.984,0.045,0.0725,0,0,0,1,1,1,1,1,1,1,1,1
17.422,51.93,1109.0,400.0,12904.0,19452.0,938.709,1.95,2.03,13.42,2.093,0.047,2.7725,0,0,1,0,0,1,0,0,1,1,1,1
2.46,53.6,1262.0,400.0,13004.0,19416.0,938.797,2.02,2.1,13.94,2.173,0.049,3.155,0,1,1,0,0,0,0,0,0,1,1,1
-17.122,50.47,1346.0,402.0,12965.0,19390.0,938.728,2.1,2.18,14.43,2.251,0.051,3.3482587064676617,1,1,1,0,0,1,0,0,0,0,0,1
-9.115,52.97,1239.0,400.0,13010.0,19418.0,938.759,2.83,2.94,19.46,3.034,0.069,3.0975,1,1,1,0,0,1,0,0,0,1,1,1
-4.715,49.75,253.0,400.0,13126.0,20020.0,939.527,0.43,0.45,2.97,0.463,0.01,0.6325,1,1,1,0,1,1,0,1,1,1,1,1
-4.005,49.4,121.0,400.0,13217.0,20098.0,939.649,2.24,2.33,15.43,2.406,0.054,0.3025,0,1,1,0,1,1,1,1,1,1,1,1
26.08,47.13,138.0,400.0,12789.0,20586.0,937.4915,1.81,1.88,12.44,1.941,0.044,0.345,0,0,0,1,1,1,0,1,1,1,1,1
12.68,51.02,1059.0,416.0,12878.0,19460.0,938.793,2.11,2.19,14.53,2.266,0.051,2.545673076923077,0,1,1,0,0,1,0,0,1,0,0,1
18.996,52.37,1120.0,400.0,12936.0,19442.0,938.722,1.69,1.76,11.63,1.813,0.041,2.8,0,0,1,0,0,1,0,0,1,1,1,1
16.425,53.03,1187.0,422.0,12895.0,19438.0,938.739,1.38,1.44,9.53,1.486,0.034,2.8127962085308056,0,0,1,0,0,1,0,0,1,0,0,1
18.253,53.65,1149.0,404.0,12903.0,19436.0,938.716,1.79,1.86,12.34,1.925,0.043,2.844059405940594,0,0,1,0,0,0,0,0,1,0,0,1
25.84,46.01,0.0,400.0,12985.0,20820.0,937.4915,2.19,2.28,15.1,2.354,0.053,0.0,0,0,0,1,1,1,1,1,1,1,1,1
-8.93,49.28,0.0,400.0,13274.0,20282.0,939.681,2.67,2.78,18.38,2.867,0.065,0.0,1,1,1,0,1,1,1,1,1,1,1,1
12.061,48.49,1099.0,403.0,12888.0,19448.0,938.787,1.68,1.75,11.57,1.804,0.041,2.727047146401985,0,1,1,0,1,1,0,0,1,0,0,1
15.437,52.73,1096.0,451.0,12871.0,19456.0,938.911,2.12,2.2,14.57,2.272,0.051,2.4301552106430155,0,0,1,0,0,1,0,0,1,0,0,0
4.012,53.82,1346.0,426.0,12946.0,19384.0,938.69,2.02,2.1,13.9,2.168,0.049,3.15962441314554,0,1,1,0,0,0,0,0,0,0,0,1
19.704,47.32,1061.0,480.0,12829.0,19466.0,939.016,2.17,2.25,14.91,2.325,0.053,2.2104166666666667,0,0,1,1,1,1,0,0,1,0,0,0
12.69,56.06,0.0,400.0,12538.0,19624.0,939.709,0.44,1.66,0.05,1.906,0.0779999999999999,0.0,0,1,1,0,0,0,1,1,1,1,1,1
22.273,46.98,43.0,400.0,13124.0,20001.0,939.639,0.92,0.96,6.37,0.993,0.022,0.1075,0,0,0,1,1,1,1,1,1,1,1,1
-3.097,49.52,1321.0,400.0,12961.0,19400.0,938.701,1.83,1.9,12.57,1.96,0.044,3.3025,0,1,1,0,1,1,0,0,0,1,1,1
12.001,52.81,1136.0,413.0,12877.0,19446.0,938.816,1.57,1.63,10.77,1.68,0.038,2.750605326876513,0,1,1,0,0,1,0,0,1,0,0,1
26.53,45.39,177.0,456.0,12765.0,20547.0,937.4915,1.86,1.93,12.78,1.993,0.045,0.3881578947368421,0,0,0,1,1,1,0,1,1,0,0,0
17.855,54.07,9.0,400.0,13221.0,20156.0,939.61,0.89,0.93,6.14,0.958,0.022,0.0225,0,0,1,0,0,0,1,1,1,1,1,1
28.09,44.69,75.0,400.0,12800.0,20660.0,937.4915,1.68,1.75,11.58,1.806,0.041,0.1875,0,0,0,1,1,1,1,1,1,1,1,1
-5.038,50.13,243.0,400.0,13130.0,20022.0,939.561,0.44,0.45,3.01,0.469,0.011,0.6075,1,1,1,0,1,1,0,1,1,1,1,1
-4.647,56.45,265.0,400.0,13126.0,20006.0,939.522,0.47,0.49,3.25,0.506,0.011,0.6625,1,1,1,0,0,0,0,1,1,1,1,1
-21.713,47.8,1360.0,400.0,12979.0,19396.0,938.725,1.83,1.9,12.58,1.961,0.044,3.4,1,1,1,0,1,1,0,0,0,1,1,1
-4.229,58.33,793.0,480.0,12676.0,19531.0,939.142,2.71,2.82,18.68,2.913,0.066,1.6520833333333331,1,1,1,0,0,0,0,1,1,0,0,0
-7.817,53.94,1341.0,415.0,12958.0,19388.0,938.705,2.51,2.61,17.27,2.693,0.061,3.2313253012048198,1,1,1,0,0,0,0,0,0,0,0,1
26.859,50.57,11.0,400.0,13073.0,19950.0,939.729,0.54,0.57,3.74,0.584,0.013,0.0275,0,0,0,0,0,1,1,1,1,1,1,1
25.091,52.94,0.0,400.0,12774.0,19797.0,939.843,0.23,0.27,1.49,0.28,0.035,0.0,0,0,0,0,0,1,1,1,1,1,1,1
43.17,39.165000000000006,48.0,400.0,13527.0,21010.0,937.4915,0.87,0.91,6.02,0.938,0.021,0.12,0,0,0,1,1,1,1,1,1,1,1,1
16.833,48.5,1094.0,480.0,12820.0,19464.0,939.033,2.05,2.13,14.08,2.196,0.05,2.279166666666667,0,0,1,0,1,1,0,0,1,0,0,0
-16.194,53.34,1346.0,400.0,12964.0,19389.0,938.681,1.92,2.0,13.23,2.063,0.047,3.365,1,1,1,0,0,0,0,0,0,1,1,1
-6.022,51.75,43.0,400.0,13253.0,20183.0,939.67,2.59,2.69,17.79,2.774,0.063,0.1075,1,1,1,0,0,1,1,1,1,1,1,1
20.795,52.97,1092.0,480.0,12830.0,19451.0,938.902,2.09,2.17,14.38,2.242,0.051,2.275,0,0,1,0,0,1,0,0,1,0,0,0
12.278,52.85,1138.0,400.0,12884.0,19438.0,938.773,1.95,2.02,13.4,2.089,0.047,2.845,0,1,1,0,0,1,0,0,1,1,1,1
-0.647,52.42,1383.0,414.0,12950.0,19388.0,938.691,2.06,2.14,14.2,2.214,0.05,3.340579710144928,0,1,1,0,0,1,0,0,0,0,0,1
19.228,49.72,1159.0,400.0,12914.0,19441.0,938.701,2.05,2.13,14.13,2.203,0.05,2.8975,0,0,1,0,1,1,0,0,1,1,1,1
27.033,57.22,10.0,400.0,12999.0,19914.0,939.763,0.13,0.14,0.92,0.144,0.006,0.025,0,0,0,0,0,0,1,1,1,1,1,1
13.39,51.95,4.0,413.0,12591.0,19675.0,939.809,0.0,0.0,0.0,0.0,0.006,0.009685230024213,0,1,1,0,0,1,1,1,1,0,0,1
53.14,39.165000000000006,2784.5,480.0,12668.0,18836.0,937.4915,0.73,0.76,5.04,0.786,0.018,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
14.383,50.6,87.0,400.0,13194.0,20082.0,939.607,1.09,1.13,7.48,1.166,0.026,0.2175,0,0,1,0,0,1,1,1,1,1,1,1
29.11,40.79,86.0,400.0,12786.0,20652.0,937.523,1.97,2.04,13.53,2.109,0.048,0.215,0,0,0,1,1,1,1,1,1,1,1,1
8.493,47.84,1055.0,480.0,12802.0,19469.0,939.062,1.96,2.04,13.51,2.107,0.048,2.1979166666666665,0,1,1,0,1,1,0,0,1,0,0,0
-16.561,48.21,1350.0,401.0,12965.0,19395.0,938.705,1.91,1.99,13.17,2.054,0.046,3.3665835411471323,1,1,1,0,1,1,0,0,0,0,0,1
-6.517,51.06,1327.0,421.0,12954.0,19386.0,938.727,1.9,1.97,13.08,2.039,0.046,3.152019002375297,1,1,1,0,0,1,0,0,0,0,0,1
14.026,49.57,996.0,480.0,12817.0,19477.0,939.07,2.46,2.56,16.94,2.642,0.06,2.075,0,0,1,0,1,1,0,0,1,0,0,0
52.75,39.165000000000006,2784.5,480.0,12670.0,18849.0,937.4915,0.74,0.77,5.12,0.798,0.018,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
-1.564,51.01,1402.0,426.0,12939.0,19380.0,938.706,1.72,1.78,11.82,1.844,0.042,3.291079812206573,0,1,1,0,0,1,0,0,0,0,0,1
30.86,59.68,2534.0,400.0,13354.0,19985.0,937.4915,0.95,0.99,6.55,1.022,0.023,6.335,0,0,0,0,0,0,0,0,0,1,1,1
12.634,46.49,164.0,400.0,13141.0,20011.0,939.64,1.17,1.21,8.03,1.251,0.028,0.41,0,1,1,1,1,1,0,1,1,1,1,1
12.466,53.18,1147.0,412.0,12878.0,19439.0,938.761,1.52,1.58,10.47,1.633,0.037,2.783980582524272,0,1,1,0,0,1,0,0,1,0,0,1
58.9875,39.165000000000006,2784.5,480.0,12575.0,18490.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
-6.777,51.67,213.0,400.0,13140.0,20052.0,939.641,0.62,0.64,4.25,0.663,0.015,0.5325,1,1,1,0,0,1,0,1,1,1,1,1
15.396,47.95,1214.0,400.0,12942.0,19429.0,938.741,1.56,1.62,10.74,1.675,0.038,3.035,0,0,1,0,1,1,0,0,0,1,1,1
12.539,49.36,1105.0,422.0,12882.0,19459.0,938.824,1.91,1.98,13.15,2.05,0.046,2.618483412322275,0,1,1,0,1,1,0,0,1,0,0,1
16.615,50.92,1059.0,466.0,12870.0,19456.0,938.904,1.93,2.01,13.29,2.073,0.047,2.272532188841202,0,0,1,0,0,1,0,0,1,0,0,0
-21.679,51.24,1377.0,414.0,12967.0,19384.0,938.686,1.74,1.81,11.99,1.87,0.042,3.3260869565217392,1,1,1,0,0,1,0,0,0,0,0,1
27.15,42.01,92.0,421.0,12770.0,20630.0,937.4915,1.91,1.98,13.14,2.049,0.046,0.2185273159144893,0,0,0,1,1,1,1,1,1,0,0,1
13.486,49.37,1260.0,401.0,12937.0,19415.0,938.74,1.77,1.84,12.19,1.901,0.043,3.14214463840399,0,1,1,0,1,1,0,0,0,0,0,1
26.09,47.02,131.0,413.0,12780.0,20588.0,937.4915,1.9,1.98,13.1,2.042,0.046,0.3171912832929782,0,0,0,1,1,1,0,1,1,0,0,1
13.014,52.3,145.0,400.0,13160.0,20023.0,939.648,0.95,0.99,6.55,1.021,0.023,0.3625,0,1,1,0,0,1,0,1,1,1,1,1
-10.879,48.37,1314.0,400.0,12962.0,19404.0,938.728,1.83,1.9,12.6,1.964,0.044,3.285,1,1,1,0,1,1,0,0,0,1,1,1
15.568,47.91,1199.0,400.0,12895.0,19433.0,938.754,1.76,1.82,12.08,1.884,0.043,2.9975,0,0,1,0,1,1,0,0,0,1,1,1
18.347,47.78,1182.0,400.0,12916.0,19443.0,938.701,1.79,1.86,12.34,1.924,0.043,2.955,0,0,1,0,1,1,0,0,1,1,1,1
11.542,49.67,1007.0,480.0,12816.0,19472.0,939.088,2.25,2.34,15.49,2.416,0.055,2.097916666666667,0,1,1,0,1,1,0,0,1,0,0,0
12.55,57.22,0.0,400.0,12725.0,19762.0,939.844,0.12,0.16,0.74,0.167,0.035,0.0,0,1,1,0,0,0,1,1,1,1,1,1
20.645,52.56,1138.0,480.0,12839.0,19446.0,938.888,1.84,1.92,12.69,1.979,0.045,2.370833333333333,0,0,1,0,0,1,0,0,1,0,0,0
27.061,50.9,7.0,400.0,13007.0,19922.0,939.749,0.22,0.23,1.5,0.234,0.006,0.0175,0,0,0,0,0,1,1,1,1,1,1,1
-5.939,51.29,242.0,400.0,13130.0,20023.0,939.61,0.56,0.59,3.88,0.606,0.014,0.605,1,1,1,0,0,1,0,1,1,1,1,1
13.145,47.86,1071.0,432.0,12870.0,19461.0,938.832,2.1,2.18,14.44,2.251,0.051,2.4791666666666665,0,1,1,0,1,1,0,0,1,0,0,1
-4.342,54.57,272.0,400.0,13120.0,19993.0,939.526,0.51,0.53,3.53,0.551,0.012,0.68,1,1,1,0,0,0,0,1,1,1,1,1
20.5,53.33,1078.0,480.0,12821.0,19451.0,938.989,1.83,1.9,12.61,1.966,0.044,2.245833333333333,0,0,1,0,0,0,0,0,1,0,0,0
11.338,45.68,178.0,400.0,13146.0,19997.0,939.681,0.86,0.89,5.9,0.92,0.021,0.445,0,1,1,1,1,1,0,1,1,1,1,1
-3.512,49.07,1371.0,430.0,12946.0,19384.0,938.709,1.71,1.77,11.75,1.832,0.041,3.188372093023256,0,1,1,0,1,1,0,0,0,0,0,1
-0.496,48.13,1415.0,422.0,12938.0,19383.0,938.687,1.94,2.02,13.36,2.084,0.047,3.353080568720379,0,1,1,0,1,1,0,0,0,0,0,1
-6.549,51.87,1331.0,405.0,12948.0,19391.0,938.733,1.93,2.0,13.28,2.07,0.047,3.28641975308642,1,1,1,0,0,1,0,0,0,0,0,1
-3.263,48.01,1277.0,400.0,12959.0,19413.0,938.704,1.76,1.83,12.13,1.892,0.043,3.1925,0,1,1,0,1,1,0,0,0,1,1,1
23.175,52.22,84.0,400.0,13105.0,19977.0,939.611,0.6,0.63,4.15,0.647,0.015,0.21,0,0,0,0,0,1,1,1,1,1,1,1
39.16,39.165000000000006,2784.5,400.0,12883.0,19364.0,937.4915,0.62,0.65,4.29,0.67,0.015,6.96125,0,0,0,1,1,1,0,0,0,1,1,1
-6.339,47.65,1329.0,400.0,12958.0,19398.0,938.727,1.67,1.73,11.48,1.79,0.04,3.3225,1,1,1,0,1,1,0,0,0,1,1,1
20.765,48.19,1193.0,400.0,12917.0,19432.0,938.707,1.82,1.89,12.55,1.957,0.044,2.9825,0,0,1,0,1,1,0,0,0,1,1,1
12.954,47.55,1092.0,434.0,12872.0,19457.0,938.809,2.12,2.2,14.56,2.27,0.051,2.5161290322580645,0,1,1,1,1,1,0,0,1,0,0,0
13.576,48.77,1103.0,432.0,12870.0,19460.0,938.809,2.01,2.09,13.86,2.162,0.049,2.553240740740741,0,0,1,0,1,1,0,0,1,0,0,1
3.18,53.36,1350.0,410.0,12952.0,19391.0,938.7,1.92,1.99,13.21,2.06,0.047,3.292682926829268,0,1,1,0,0,0,0,0,0,0,0,1
20.357,49.8,1245.0,423.0,12919.0,19424.0,938.687,1.75,1.82,12.06,1.88,0.042,2.9432624113475176,0,0,1,0,1,1,0,0,0,0,0,1
13.015,53.47,1107.0,438.0,12872.0,19452.0,938.805,1.87,1.94,12.85,2.004,0.045,2.5273972602739727,0,1,1,0,0,0,0,0,1,0,0,0
-8.881,55.85,43.0,400.0,13241.0,20230.0,939.636,2.22,2.3,15.27,2.381,0.054,0.1075,1,1,1,0,0,0,1,1,1,1,1,1
20.511,53.2,1155.0,480.0,12840.0,19450.0,938.9,2.02,2.1,13.89,2.165,0.049,2.40625,0,0,1,0,0,1,0,0,1,0,0,0
15.523,48.88,1184.0,400.0,12933.0,19435.0,938.721,1.45,1.5,9.96,1.553,0.035,2.96,0,0,1,0,1,1,0,0,1,1,1,1
26.92,42.94,122.0,424.0,12765.0,20600.0,937.4915,1.76,1.83,12.1,1.886,0.043,0.2877358490566037,0,0,0,1,1,1,1,1,1,0,0,1
25.47,43.98,0.0,400.0,13262.0,21010.0,937.4915,1.99,2.07,13.69,2.135,0.048,0.0,0,0,0,1,1,1,1,1,1,1,1,1
0.849,50.57,172.0,400.0,13208.0,20040.0,939.673,2.23,2.31,15.31,2.388,0.054,0.43,0,1,1,0,0,1,0,1,1,1,1,1
-20.4,52.57,1291.0,400.0,12979.0,19411.0,938.731,2.01,2.09,13.81,2.154,0.049,3.2275,1,1,1,0,0,1,0,0,0,1,1,1
28.9,42.21,193.0,422.0,12777.0,20532.0,937.4915,1.47,1.52,10.1,1.575,0.036,0.457345971563981,0,0,0,1,1,1,0,1,1,0,0,1
-8.229,47.76,1343.0,400.0,12959.0,19401.0,938.709,2.38,2.47,16.37,2.553,0.058,3.3575,1,1,1,0,1,1,0,0,0,1,1,1
29.8,39.165000000000006,29.0,423.0,12868.0,20767.0,937.588,1.98,2.06,13.65,2.129,0.048,0.0685579196217494,0,0,0,1,1,1,1,1,1,0,0,1
26.06,61.765,912.0,400.0,13312.0,20397.0,937.4915,0.79,0.82,5.44,0.848,0.019,2.28,0,0,0,0,0,0,0,1,1,1,1,1
-10.106,49.63,1122.0,400.0,13021.0,19449.0,938.743,1.82,1.89,12.54,1.956,0.044,2.805,1,1,1,0,1,1,0,0,1,1,1,1
27.021,52.92,33.0,400.0,13048.0,19936.0,939.8,0.37,0.38,2.53,0.395,0.009,0.0825,0,0,0,0,0,1,1,1,1,1,1,1
-5.578,53.89,1256.0,400.0,12994.0,19415.0,938.803,1.79,1.86,12.3,1.918,0.043,3.14,1,1,1,0,0,0,0,0,0,1,1,1
28.79,42.35,71.0,400.0,12831.0,20695.0,937.516,1.93,2.01,13.29,2.072,0.047,0.1775,0,0,0,1,1,1,1,1,1,1,1,1
-2.326,53.14,1312.0,412.0,12984.0,19401.0,938.805,2.17,2.25,14.92,2.326,0.053,3.184466019417476,0,1,1,0,0,1,0,0,0,0,0,1
20.681,47.0,1128.0,480.0,12839.0,19452.0,938.884,1.64,1.7,11.26,1.756,0.04,2.35,0,0,1,1,1,1,0,0,1,0,0,0
10.89,51.68,171.0,400.0,13162.0,20005.0,939.671,0.84,0.88,5.8,0.904,0.02,0.4275,0,1,1,0,0,1,0,1,1,1,1,1
28.32,43.74,155.0,411.0,12775.0,20561.0,937.4915,2.24,2.33,15.45,2.409,0.054,0.3771289537712895,0,0,0,1,1,1,0,1,1,0,0,1
29.41,61.765,1835.0,400.0,13422.0,20166.0,937.4915,0.82,0.85,5.65,0.881,0.02,4.5875,0,0,0,0,0,0,0,0,0,1,1,1
-5.239,51.5,382.0,400.0,13030.0,19874.0,939.277,0.3,0.31,2.08,0.325,0.007,0.955,1,1,1,0,0,1,0,1,1,1,1,1
-12.24,49.01,1186.0,400.0,13025.0,19424.0,938.762,2.48,2.57,17.05,2.659,0.06,2.965,1,1,1,0,1,1,0,0,1,1,1,1
16.727,53.76,1105.0,400.0,12904.0,19456.0,938.73,1.52,1.58,10.44,1.627,0.037,2.7625,0,0,1,0,0,0,0,0,1,1,1,1
1.748,47.98,1362.0,406.0,12946.0,19378.0,938.682,1.92,2.0,13.24,2.065,0.047,3.354679802955665,0,1,1,0,1,1,0,0,0,0,0,1
21.833,47.73,5.0,400.0,13160.0,20062.0,939.637,0.86,0.89,5.91,0.921,0.021,0.0125,0,0,0,0,1,1,1,1,1,1,1,1
58.9875,39.165000000000006,2784.5,480.0,12407.0,18490.0,937.4915,3.5050000000000003,3.625,24.15,3.725,0.0779999999999999,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
24.58,44.39,0.0,400.0,13403.0,21010.0,937.4915,1.93,2.0,13.28,2.07,0.047,0.0,0,0,0,1,1,1,1,1,1,1,1,1
48.05,39.165000000000006,549.0,400.0,13382.0,20607.0,937.4915,0.8,0.83,5.51,0.86,0.019,1.3725,0,0,0,1,1,1,0,1,1,1,1,1
5.885,48.0,1055.0,480.0,12795.0,19465.0,939.086,2.15,2.24,14.82,2.311,0.052,2.1979166666666665,0,1,1,0,1,1,0,0,1,0,0,0
14.933,52.79,1122.0,458.0,12865.0,19448.0,938.892,1.95,2.03,13.43,2.094,0.047,2.449781659388646,0,0,1,0,0,1,0,0,1,0,0,0
-5.757,49.51,220.0,400.0,13144.0,20045.0,939.614,0.47,0.49,3.24,0.505,0.011,0.55,1,1,1,0,1,1,0,1,1,1,1,1
-4.841,50.84,331.0,400.0,13092.0,19927.0,939.348,0.42,0.44,2.89,0.451,0.01,0.8275,1,1,1,0,0,1,0,1,1,1,1,1
55.4,39.165000000000006,2784.5,480.0,12657.0,18797.0,937.4915,0.95,0.99,6.55,1.021,0.023,5.801041666666666,0,0,0,1,1,1,0,0,0,0,0,0
17.22,53.42,1159.0,400.0,12908.0,19446.0,938.688,1.57,1.63,10.77,1.68,0.038,2.8975,0,0,1,0,0,0,0,0,1,1,1,1
19.556,48.25,1174.0,402.0,12922.0,19431.0,938.704,1.38,1.43,9.47,1.477,0.033,2.9203980099502487,0,0,1,0,1,1,0,0,1,0,0,1
-17.86,48.47,1348.0,411.0,12962.0,19389.0,938.755,1.72,1.79,11.84,1.846,0.042,3.279805352798053,1,1,1,0,1,1,0,0,0,0,0,1
28.65,42.69,168.0,427.0,12775.0,20569.0,937.4915,1.7,1.77,11.7,1.825,0.041,0.3934426229508196,0,0,0,1,1,1,0,1,1,0,0,1
28.36,43.03,89.0,400.0,12796.0,20634.0,937.4915,1.71,1.78,11.77,1.835,0.041,0.2225,0,0,0,1,1,1,1,1,1,1,1,1
2.606,47.52,1404.0,415.0,12948.0,19378.0,938.693,2.15,2.23,14.79,2.306,0.052,3.383132530120482,0,1,1,1,1,1,0,0,0,0,0,1
28.93,41.14,92.0,400.0,12787.0,20634.0,937.4915,1.96,2.04,13.5,2.105,0.048,0.23,0,0,0,1,1,1,1,1,1,1,1,1
-8.618,55.42,128.0,400.0,13191.0,20135.0,939.654,1.73,1.8,11.9,1.856,0.042,0.32,1,1,1,0,0,0,0,1,1,1,1,1
19.243,48.0,1115.0,403.0,12925.0,19440.0,938.705,1.84,1.91,12.68,1.977,0.045,2.7667493796526053,0,0,1,0,1,1,0,0,1,0,0,1
4.985,58.64,318.0,400.0,13112.0,19895.0,939.672,1.37,1.43,9.45,1.473,0.033,0.795,0,1,1,0,0,0,0,1,1,1,1,1
27.096,57.02,21.0,400.0,13012.0,19925.0,939.745,0.14,0.15,0.99,0.155,0.006,0.0525,0,0,0,0,0,0,1,1,1,1,1,1
20.011,46.86,1050.0,480.0,12839.0,19478.0,938.972,1.78,1.85,12.25,1.91,0.043,2.1875,0,0,1,1,1,1,0,0,1,0,0,0
8.314,46.44,1013.0,400.0,13015.0,19472.0,938.728,2.49,2.59,17.16,2.676,0.06,2.5325,0,1,1,1,1,1,0,0,1,1,1,1
13.34,55.0,1.0,400.0,12731.0,19763.0,939.847,0.19,0.24,1.2,0.26,0.049,0.0025,0,1,1,0,0,0,1,1,1,1,1,1
12.552,53.54,1053.0,421.0,12878.0,19464.0,938.818,1.95,2.02,13.4,2.089,0.047,2.501187648456057,0,1,1,0,0,0,0,0,1,0,0,1
19.929,48.27,1069.0,480.0,12826.0,19459.0,938.987,2.01,2.08,13.8,2.152,0.049,2.2270833333333333,0,0,1,0,1,1,0,0,1,0,0,0
0.25,50.06,902.0,480.0,12783.0,19507.0,939.099,1.94,2.01,13.34,2.08,0.047,1.8791666666666669,0,1,1,0,1,1,0,1,1,0,0,0
-21.842,52.9,1367.0,400.0,12968.0,19384.0,938.698,1.86,1.93,12.81,1.998,0.045,3.4175,1,1,1,0,0,1,0,0,0,1,1,1
-1.859,57.11,950.0,480.0,12767.0,19489.0,939.09,2.39,2.49,16.47,2.568,0.058,1.9791666666666667,0,1,1,0,0,0,0,1,1,0,0,0
21.111,51.74,0.0,400.0,13200.0,20112.0,939.63,0.75,0.78,5.14,0.802,0.018,0.0,0,0,0,0,0,1,1,1,1,1,1,1
-4.175,48.47,1308.0,400.0,12961.0,19399.0,938.71,1.65,1.71,11.35,1.77,0.04,3.27,0,1,1,0,1,1,0,0,0,1,1,1
-9.076,53.75,12.0,400.0,13249.0,20214.0,939.691,2.87,2.98,19.74,3.078,0.07,0.03,1,1,1,0,0,0,1,1,1,1,1,1
-5.263,54.53,210.0,400.0,13150.0,20044.0,939.56,0.51,0.53,3.5,0.545,0.012,0.525,1,1,1,0,0,0,0,1,1,1,1,1
28.57,42.16,57.0,400.0,12799.0,20665.0,937.4915,2.07,2.15,14.23,2.219,0.05,0.1425,0,0,0,1,1,1,1,1,1,1,1,1
12.367,53.07,1130.0,400.0,12883.0,19444.0,938.78,1.52,1.58,10.46,1.632,0.037,2.825,0,1,1,0,0,1,0,0,1,1,1,1
12.049,48.63,1141.0,414.0,12872.0,19440.0,938.823,1.73,1.8,11.92,1.859,0.042,2.756038647342995,0,1,1,0,1,1,0,0,1,0,0,1
-8.905,50.39,1335.0,404.0,12962.0,19388.0,938.718,2.24,2.33,15.44,2.408,0.054,3.3044554455445545,1,1,1,0,0,1,0,0,0,0,0,1
-13.371,52.47,1394.0,400.0,12985.0,19386.0,938.751,1.48,1.54,10.17,1.586,0.036,3.485,1,1,1,0,0,1,0,0,0,1,1,1
-4.085,54.91,300.0,400.0,13112.0,19963.0,939.421,0.31,0.32,2.13,0.333,0.008,0.75,0,1,1,0,0,0,0,1,1,1,1,1
28.73,42.46,173.0,422.0,12779.0,20554.0,937.4915,2.03,2.11,14.0,2.183,0.049,0.4099526066350711,0,0,0,1,1,1,0,1,1,0,0,1
19.894,53.8,1283.0,420.0,12922.0,19422.0,938.7,1.69,1.75,11.62,1.812,0.041,3.054761904761905,0,0,1,0,0,0,0,0,0,0,0,1
16.32,51.77,1051.0,465.0,12867.0,19461.0,938.914,2.17,2.25,14.94,2.329,0.053,2.260215053763441,0,0,1,0,0,1,0,0,1,0,0,0
25.016,56.85,8.0,400.0,12745.0,19758.0,939.818,0.29,0.34,1.87,0.361,0.05,0.02,0,0,0,0,0,0,1,1,1,1,1,1
6.821,53.73,1076.0,480.0,12791.0,19466.0,939.07,2.26,2.35,15.54,2.423,0.055,2.2416666666666667,0,1,1,0,0,0,0,0,1,0,0,0
12.517,47.69,1120.0,400.0,12886.0,19446.0,938.747,1.97,2.05,13.56,2.115,0.048,2.8,0,1,1,0,1,1,0,0,1,1,1,1
28.67,39.99,0.0,400.0,13015.0,20797.0,937.4915,2.27,2.36,15.63,2.437,0.055,0.0,0,0,0,1,1,1,1,1,1,1,1,1
-9.21,50.85,30.0,400.0,13260.0,20218.0,939.717,2.95,3.07,20.31,3.168,0.072,0.075,1,1,1,0,0,1,1,1,1,1,1,1
11.833,48.99,171.0,400.0,13138.0,19983.0,939.641,0.88,0.91,6.06,0.945,0.021,0.4275,0,1,1,0,1,1,0,1,1,1,1,1
1.914,49.4,143.0,400.0,13219.0,20072.0,939.664,1.66,1.73,11.44,1.783,0.04,0.3575,0,1,1,0,1,1,0,1,1,1,1,1
1.842,53.37,1308.0,408.0,12991.0,19398.0,938.802,1.66,1.73,11.46,1.786,0.04,3.2058823529411766,0,1,1,0,0,0,0,0,0,0,0,1
28.7,42.69,197.0,427.0,12774.0,20521.0,937.4915,1.65,1.72,11.38,1.775,0.04,0.4613583138173302,0,0,0,1,1,1,0,1,1,0,0,1
28.21,39.165000000000006,0.0,400.0,13265.0,21010.0,937.4915,1.74,1.8,11.94,1.863,0.042,0.0,0,0,0,1,1,1,1,1,1,1,1,1
-4.082,51.13,278.0,400.0,13122.0,19983.0,939.444,0.38,0.39,2.61,0.406,0.009,0.695,0,1,1,0,0,1,0,1,1,1,1,1
14.067,47.52,1132.0,400.0,12900.0,19442.0,938.772,1.4,1.45,9.61,1.498,0.034,2.83,0,0,1,1,1,1,0,0,1,1,1,1
24.458,54.79,43.0,400.0,13119.0,20014.0,939.609,0.71,0.74,4.9,0.765,0.017,0.1075,0,0,0,0,0,0,1,1,1,1,1,1
